what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1384713926802
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384713936933
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384713938597
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384713940237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1384713942671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384713943550
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384713944490
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384713946333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384713955781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384713962994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384713963173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384713969366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384713975998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384713977204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384713978402
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384713979976
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384713985086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384713985792
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384713986979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384713987920
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384713990160
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384713994908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1384714004414
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1384714004814
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714007046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1384714016261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1384714016643
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1384714017075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714021228
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714065823
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714066038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714103534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714103813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714108998
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714113210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714170655
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714170918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714195294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714195509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714198749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714236558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714236772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714245022
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714245205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714247742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714247973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714252622
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714252820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714255839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714256086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714264343
error,log,,,"CompilationUnitMetrics::addInnerClasses",1384714264896
error,log,,,"Can't initialize AbstractMetricSource for RenderableLevel.java",1384714264901
error,log,,,"Can't initialize AbstractMetricSource for RenderableRoom.java",1384714264903
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1384714270431
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714276277
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714277702
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714282524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714286428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714360782
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1384714360875
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714364544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714371723
error,log,,,"CompilationUnitMetrics::addInnerClasses",1384714372271
error,log,,,"Can't initialize AbstractMetricSource for RenderableLevel.java",1384714372276
error,log,,,"Can't initialize AbstractMetricSource for RenderableRoom.java",1384714372278
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714373106
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714375873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714378880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714403258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714433710
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714433862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714458463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714458671
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714465349
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384714469353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714474117
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714477840
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714480311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714486995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714502719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714502917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714507454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714507684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714511803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714516222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714532130
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384714532929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714535271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714543959
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714546803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714557279
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714558505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384714563695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714565598
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714568345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714589472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714589743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714607327
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714610467
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384714619759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714628170
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714638394
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384714645550
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1384714663259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384714664750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714675674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384714675751
